,Pathway_name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325
hsa00310,Lysine degradation - Homo sapiens (human),C05825,C01144,C00739,C00487,C01149,C04020,C00026,C00990,C02188,C05544,C04092,C01211,C03366,C05545,C03239,C05231,C05161,C00024,C04076,C02727,C03793,C16741,C03196,C00527,C00956,C00037,C05548,C12455,C00047,C00408,C03087,C01672,C03273,C03656,C00449,C00164,C00332,C00431,C00489,C00877,C01186,C05546,C01259,C04487,C00042,C00322,C00136,C01181,C01142,C00450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hsa00330,Arginine and proline metabolism - Homo sapiens (human),C15699,C05147,C10497,C01110,C02714,C00179,C00986,C00012,C00315,C00406,C05933,C00086,C01157,C05947,C05938,C00019,C04137,C05946,C05932,C00884,C03415,C15700,C01043,C00791,C18326,C05939,C01877,C05931,C00025,C02647,C04282,C05942,C03564,C00750,C05936,C03375,C02946,C04498,C03078,C00555,C01682,C00062,C15767,C01250,C18172,C02565,C03771,C00077,C00300,C00433,C00048,C03287,C00148,C01137,C03296,C01165,C00334,C00581,C03166,C19706,C00533,C04281,C03440,C00763,C00134,C03912,C00213,C00022,C01035,C05945,C00441,C02305,C18174,C05941,C18325,C00431,C00223,C00436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hsa00340,Histidine metabolism - Homo sapiens (human),C05565,C05575,C05133,C04437,C00386,C02835,C01929,C00026,C20522,C00135,C05572,C02741,C00439,C05135,C16674,C05828,C20994,C03277,C00785,C05827,C05568,C03680,C03409,C00025,C01152,C05829,C00860,C20995,C05570,C01100,C01045,C02739,C04677,C04916,C16673,C01044,C05571,C04666,C01267,C00049,C00388,C05127,C05130,C00119,C01262,C05131,C04896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hsa00350,Tyrosine metabolism - Homo sapiens (human),C06201,C00082,C05583,C05581,C06048,C03063,C04186,C05577,C00544,C05579,C05593,C05595,C02515,C01829,C05600,C00822,C05596,C01061,C02442,C05576,C00355,C06046,C00122,C00628,C04797,C02514,C01161,C05578,C03964,C04052,C17936,C00164,C00483,C06199,C05604,C05594,C02167,C00232,C17938,C01036,C01179,C04796,C04185,C06044,C05588,C05350,C17935,C04043,C05585,C03765,C05589,C00146,C05587,C04642,C01384,C05584,C06047,C01060,C00042,C01693,C00547,C22038,C03758,C04368,C17937,C00022,C00642,C00811,C05338,C01850,C00530,C10447,C05582,C02465,C05580,C00788,C04045,C03077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hsa00360,Phenylalanine metabolism - Homo sapiens (human),C05629,C00180,C12621,C06207,C00423,C19975,C19945,C00596,C00805,C05853,C05607,C02763,C14144,C08301,C00082,C01586,C00022,C00642,C00079,C03589,C04479,C12622,C05598,C04044,C00512,C00166,C00024,C00582,C08300,C02505,C02137,C14145,C04351,C00122,C20062,C03519,C04148,C00601,C02765,C12623,C05620,C11457,C05593,C12624,C02232,C00084,C17268,C07086,C02265,C19946,C01772,C00042,C05332,C11588,C15524,C01575,C01198,C16719,C00091,C05852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hsa00380,Tryptophan metabolism - Homo sapiens (human),C05659,C00955,C02298,C02693,C00637,C00632,C00643,C02220,C00328,C00780,C05643,C05837,C22006,C00078,C00954,C02700,C05834,C02161,C02470,C03574,C00332,C16518,C05641,C00322,C05660,C05835,C05634,C01252,C05647,C01717,C00398,C03722,C05640,C01598,C05638,C00527,C03824,C05648,C00108,C02937,C05830,C05658,C05655,C02938,C05651,C03230,C00877,C05639,C05646,C22202,C05653,C10164,C02172,C05652,C04409,C01987,C01111,C00978,C05644,C16517,C05642,C00463,C00331,C05637,C01144,C01249,C08313,C05635,C17203,C05645,C00024,C05832,C05654,C03227,C05636,C06212,C16516,C05831,C06213,C05663,C02775,C03453,C05656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hsa00400,"Phenylalanine, tyrosine and tryptophan biosynthesis - Homo sapiens (human)",C00296,C01179,C01302,C01269,C00944,C16850,C16848,C00826,C20327,C00082,C00254,C20654,C00079,C04302,C02637,C00279,C04691,C00078,C00166,C03175,C00441,C20653,C03506,C17235,C00108,C00587,C20710,C00493,C01094,C00074,C00463,C00119,C00251,C00354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hsa00410,beta-Alanine metabolism - Homo sapiens (human),C05341,C02335,C00429,C00386,C00099,C05340,C05670,C05665,C00804,C00986,C00315,C00894,C00222,C02642,C05668,C03722,C00024,C00100,C05669,C00083,C00334,C01073,C00750,C03492,C00383,C00864,C00106,C00049,C00555,C01013,C01262,C00135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hsa00430,Taurine and hypotaurine metabolism - Homo sapiens (human),C00227,C06735,C01959,C01678,C00506,C00026,C00022,C05844,C00024,C05123,C00245,C00025,C00033,C00041,C00593,C05122,C00519,C00606,C03149,C00094,C00097,C14179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hsa00440,Phosphonate and phosphinate metabolism - Homo sapiens (human),C06457,C06367,C04650,C05677,C05680,C17962,C01438,C17952,C17941,C20422,C05681,C02798,C17949,C05672,C00022,C05683,C05678,C05673,C17945,C06368,C17942,C03167,C17951,C00037,C17950,C17943,C00033,C03557,C20423,C00117,C21613,C06451,C20440,C17940,C06459,C06456,C00058,C06455,C05675,C21404,C05682,C00084,C21403,C01151,C17948,C00074,C21372,C17947,C05679,C05676,C20396,C05674,C20986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hsa00450,Selenocompound metabolism - Homo sapiens (human),C18871,C06482,C18902,C05689,C18870,C02535,C05336,C05684,C05335,C05695,C05686,C00017,C05697,C18905,C01528,C18872,C05699,C05690,C05172,C00041,C05703,C06481,C18904,C05688,C18893,C05698,C16638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hsa00471,D-Glutamine and D-glutamate metabolism - Homo sapiens (human),C00025,C03933,C05723,C00064,C00692,C02237,C00819,C01050,C00217,C01212,C02671,C00026,C22053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hsa00472,D-Arginine and D-ornithine metabolism - Homo sapiens (human),C03771,C00077,C00134,C00515,C01667,C03564,C01110,C03341,C00062,C03943,C00792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hsa00480,Glutathione metabolism - Homo sapiens (human),C16566,C00134,C16565,C00051,C16663,C16567,C00669,C02320,C05727,C02090,C05422,C01419,C00077,C00315,C00024,C05726,C16564,C01879,C00006,C03646,C16568,C00025,C00037,C03170,C16664,C01672,C16562,C00005,C00750,C03740,C00127,C05729,C05730,C01322,C00151,C00072,C16563,C00097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hsa00500,Starch and sucrose metabolism - Homo sapiens (human),C20237,C00185,C00372,C00663,C00689,C00963,C04534,C05731,C06400,C01231,C01935,C00103,C00208,C00721,C00095,C00029,C03323,C16688,C00031,C01898,C00089,C00394,C00760,C01725,C00369,C00501,C02995,C02591,C06215,C00092,C01083,C00252,C00965,C00973,C00085,C00498,C00718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hsa00510,N-Glycan biosynthesis - Homo sapiens (human),C01246,G00005,C03021,G00015,C00096,G00020,G00004,C06081,G10599,G00010,C00621,G00022,G00012,G10694,G00017,C03862,G00018,G00009,G00002,G00007,G00021,G00011,G00019,G10596,G00171,G00003,G10595,G10526,G10597,G00013,G00014,C00110,G00001,G00016,G00006,C00381,G00008,G10598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hsa00511,Other glycan degradation - Homo sapiens (human),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hsa00512,Mucin type O-glycan biosynthesis - Homo sapiens (human),G00030,G00032,G00027,G00025,G00034,C02189,G10794,G00031,G00023,G00024,G00026,G10611,G00033,G00029,G00028,G00035,G13153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hsa00513,Various types of N-glycan biosynthesis - Homo sapiens (human),G00179,G00015,G13050,G10841,G11933,G12625,G13048,G00012,G10716,G13057,G13058,G13055,G00017,G10694,G13049,G10920,G00011,G12617,G13059,G05477,G12626,G01813,G11000,G00013,G00014,G10770,G13047,G13056,G10665,G00016,G11040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hsa00514,Other types of O-glycan biosynthesis - Homo sapiens (human),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hsa00515,Mannose type O-glycan biosynthesis - Homo sapiens (human),G13087,G13091,G13083,G13084,G13093,C01068,G13092,C00789,G13086,G13088,G13027,C00063,G13097,G13099,G13096,G13028,G13095,G10617,G13100,G13026,G13094,G13089,G13085,G13082,C02189,G13098,G13090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hsa00520,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),C03599,C00714,C18094,C00329,C01170,C19971,C00996,C20418,C01050,C16154,C17327,C05345,C00031,C01222,C15925,C20359,C20395,C20672,C00734,C01219,C02352,C00181,C00128,C19823,C03410,C00096,C02199,C00645,C00159,C00140,C00190,C20638,C00167,C13952,C00052,C00668,C04573,C16155,C02985,C04037,C01019,C01674,C00501,C21027,C00461,C00999,C00043,C16156,C04501,C04630,C04257,C00203,C03117,C17328,C03906,C06240,C04297,C00357,C00617,C20357,C00352,C01623,C20082,C17326,C00029,C16157,C00325,C02336,C00270,C02280,C05385,C02713,C04613,C00275,C04631,C00636,C00259,C00498,C19745,C00976,C00984,C20083,C19961,C00267,C20424,C06241,C01788,C00935,C02474,C16153,C04089,C06023,C00103,C00191,C03733,C11521,C19725,C00394,C02977,C20419,C06156,C03691,C19972,C00333,C03598,C00446,C16698,C02330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hsa00524,"Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)",C07656,C21253,C17585,C17707,C01759,C21263,C18005,C00908,C00031,C18006,C20350,C01823,C17705,C17706,C01441,C17997,C20699,C21255,C01917,C17209,C17702,C21266,C01555,C00229,C17581,C01743,C00025,C21270,C00832,C21267,C17582,C00043,C02033,C21254,C18007,C00825,C21262,C02627,C12210,C18008,C17588,C17580,C17587,C01737,C21261,C21256,C00029,C21251,C21260,C21269,C01822,C21252,C18004,C20509,C20353,C17584,C18002,C21176,C20351,C17712,C21264,C17589,C15652,C20614,C21265,C18003,C00397,C18000,C21258,C18001,C17583,C17701,C17704,C18009,C21259,C00092,C21268,C17703,C12211,C17586,C21257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hsa00531,Glycosaminoglycan degradation - Homo sapiens (human),G10008,G10505,G00711,G12336,G01945,G13038,G09660,G13073,G13043,G00526,G13074,G13042,C00573,G13036,C00925,G13035,C00634,G13041,G01977,G01391,G02632,G13037,G13034,C00426,G13039,G00872,G13040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hsa00532,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Homo sapiens (human),G00158,G00160,G00157,C01490,C00401,G00155,C02189,G00156,G00159,C00053,C00054,G00154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hsa00533,Glycosaminoglycan biosynthesis - keratan sulfate - Homo sapiens (human),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hsa00534,Glycosaminoglycan biosynthesis - heparan sulfate / heparin - Homo sapiens (human),C00033,G00157,G00164,G00163,C00053,C00054,G00162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hsa00561,Glycerolipid metabolism - Homo sapiens (human),C00641,C00258,C00422,C00969,C20991,C06038,C20897,C06040,C02457,C00577,C00173,C02133,C00416,C13508,C03692,C00103,C00093,C00029,C11521,C00184,C04046,C20898,C00111,C04872,C06037,C06365,C00631,C00681,C00197,C06041,C05401,C00116,C06042,C06364,C04315,C01885,C00040,C00162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
